,Source,Target
1733,Tom kept coughing.,টম কেশেই যাচ্ছিলো।
1734,Tom should've won.,টমের জেতা উচিত ছিলো।
1735,Tom slept outside.,টম বাইরে ঘুমালো।
1736,Tom stays with us.,টম আমাদের সাথে থাকে।
1737,Tom was screaming.,টম চিৎকার করছিলো।
1738,Tom was screaming.,টম চেঁচাচ্ছিলো।
1739,What a lovely day!,কি চমৎকার দিন!
1740,What a lovely day!,কি সুন্দর দিন!
1741,What does it cost?,এর দাম কত?
1742,What does it mean?,এটার মানে কী?
1743,What does it mean?,এটার অর্থ কী?
1744,What has happened?,কী হয়েছে?
1745,What is the price?,দাম কত?
1746,What is the price?,দামটা কত?
1747,What is your name?,আপনার নাম কি?
1748,What is your name?,তোমার নাম কি?
1749,What is your name?,তোর নাম কি?
1750,What'll Tom bring?,টম কী আনবে?
1751,What'll Tom bring?,টম কী নিয়ে আসবে?
1752,What've you found?,আপনি কী পেয়েছেন?
1753,What've you found?,তুমি কী পেয়েছো?
1754,Where do you live?,আপনি কোথায় থাকেন?
1755,Where do you live?,তুমি কোথায় থাকো?
1756,Where is the bank?,ব্যাংকটা কোথায়?
1757,Where will Tom go?,টম কোথায় যাবে?
1758,Where's the knife?,ছুৃরিটা কোথায়?
1759,Which tooth hurts?,কোন দাঁতটা ব্যাথা করছে?
1760,Which tooth hurts?,কোন দাঁতটা যন্ত্রনা করছে?
1761,You are in my way.,আপনি আমার রাস্তা আটকে রেখেছেন।
1762,You are in my way.,তুমি আমার রাস্তা আটকে রেখেছো।
1763,You are in my way.,তুই আমার রাস্তা আটকে রেখেছিস।
1764,You can wait here.,আপনি এখানে অপেক্ষা করতে পারেন।
1765,You can wait here.,তুমি এখানে অপেক্ষা করতে পার।
1766,You work too much.,আপনি বেশি কাজ করেন।
1767,You work too much.,তুমি বেশি কাজ করো।
1768,Another day passed.,আর একদিন চলে গেলো।
1769,Can I have my keys?,আমি কি আমার চাবিটা পেতে পারি?
1770,Can I see that one?,আমি কি ওটা দেখতে পারি?
1771,Children like cake.,বাচ্চারা কেক পছন্দ করে।
1772,Does Tom help Mary?,টম কি মেরিকে সাহায্য করে?
1773,Drink up your milk.,তোমার দুধটা খেয়ে নাও।
1774,Drink up your milk.,আপনার দুধটা খেয়ে নিন।
1775,Drink up your milk.,তোর দুধটা খেয়ে নে।
1776,Everyone liked Tom.,সবাই টমকে পছন্দ করত।
1777,Everyone was happy.,সবাই সুখী ছিলো।
1778,Everyone was happy.,সবাই খুশি ছিলো।
1779,Everyone was there.,সবাই ওখানে ছিলো।
1780,Everyone was there.,প্রত্যেকে ওখানে ছিলো।
1781,Everything is over.,সব শেষ।
1782,Get away from here.,এখান থেকে চলে যান।
1783,Get away from here.,এখান থেকে চলে যাও।
1784,Go to the hospital.,হাসপাতালে যান।
1785,Go to the hospital.,হাসপাতালে যাও।
1786,He hasn't come yet.,সে এখনো আসেনি।
1787,He hasn't come yet.,ও এখনো আসেনি।
1788,He hasn't come yet.,উনি এখনো আসেননি।
1789,He hasn't come yet.,তিনি এখনো আসেননি।
1790,He lives near here.,তিনি কাছাকাছিই থাকেন।
1791,He lives near here.,উনি কাছাকাছিই থাকেন।
1792,He lives near here.,সে কাছাকাছিই থাকে।
1793,He lives near here.,ও কাছাকাছিই থাকে।
1794,He's a good person.,উনি ভালো মানুষ।
1795,He's a good person.,ও ভালো মানুষ।
1796,He's a good person.,তিনি ভালো মানুষ।
1797,"Hello, how are you?",নমস্কার! আপনি কেমন আছেন?
1798,I agree completely.,আমি পুরোপুরি একমত।
1799,I am not a teacher.,আমি শিক্ষক নই।
1800,I can't believe it!,আমি এটা বিশ্বাস করতে পারছি না!
1801,I don't believe it!,আমি এটা বিশ্বাস করতে পারছি না!
1802,I don't understand.,আমি বুঝতে পারছি না।
1803,I don't understand.,আমি বুঝতে পারলাম না।
1804,I don't understand.,আমি ঠিক বুঝতে পরছি না।
1805,I feel bad for him.,ওর জন্য খুব খারাপ লাগছে।
1806,I feel bad for him.,তার জন্য খুব খারাপ লাগছে।
1807,I give you my word.,আমি তোমাকে কথা দিলাম।
1808,I give you my word.,আমি আপনাকে কথা দিলাম।
1809,I gritted my teeth.,আমি দাঁত কিড়মিড় করলাম।
1810,I have a dry cough.,আমার শুকনো কাশি হয়েছে।
1811,I have lost my key.,আমি আমার চাবি হারিয়ে ফেলেছি।
1812,I have two nephews.,আমার দুটো ভাইপো আছে।
1813,I have two nephews.,আমার দুটো ভাগ্না আছে।
1814,I heard you scream.,আমি তোমাকে চিৎকার করতে শুনলাম।
1815,I heard you scream.,আমি আপনাকে চিৎকার করতে শুনলাম।
1816,I heard you scream.,আমি তোমাকে চেঁচাতে শুনলাম।
1817,I know my daughter.,আমি আমার মেয়েকে চিনি।
1818,I like eating cake.,আমি কেক খেতে ভালোবাসি।
1819,I play with my son.,আমি আমার ছেলের সঙ্গে খেলি।
1820,I ran to my mother.,আমি আমার মায়ের কাছে দৌড়ে গেলাম।
1821,I want the blanket.,আমার চাদরটা চাই।
1822,I want this guitar.,আমার এই গীটারটা চাই।
1823,I was here in 2013.,আমি এখানে ২০১৩ তে এসেছিলাম।
1824,I watch television.,আমি টিভি দেখি।
1825,I'm at the library.,আমি গ্রন্থাগারে।
1826,I'm not denying it.,আমি এটা অস্বীকার করছি না।
1827,I'm not hungry now.,আমার এখন খিদে পায় নি।
1828,I'm not your enemy.,আমি তোমার শত্রু নই।
1829,I'm not your enemy.,আমি আপনার শত্রু নই।
1830,I'm reading it now.,আমি সেটা এখন পড়ছি।
1831,I'm ready to begin.,আমি শুরু করার জন্য তৈরি।
1832,I've caught a cold.,আমার ঠান্ডা লেগে গেছে।
1833,Is everybody ready?,সবাই তৈরি?
1834,Is everything okay?,সবকিছু ঠিক আছে তো?
1835,Is the book boring?,এই বইটা কি একঘেয়ে?
1836,Is this Tom's book?,এটা কি টমের বই?
1837,Is this book Tom's?,এই বইটা কি টমের?
1838,Is this book yours?,এই বইটা কি আপনার?
1839,Is this book yours?,এই বইটা কি তোমার?
1840,Is this seat empty?,এই সীটটা কি ফাঁকা আছে?
1841,Is this seat taken?,এই আসনটা কি নেওয়া হয়ে গেছে?
1842,It's already seven.,ইতিমধ্যেই সাতটা বেজে গেছে।
1843,It's not important.,এটি গুরুত্বপূর্ণ না।
1844,Keep an eye on Tom.,টমের উপর নজর রাখো।
1845,Keep an eye on Tom.,টমের উপর নজর রাখুন।
1846,Let me handle this.,আমাকে ব্যপারটা সামলাতে দিন।
1847,Let me handle this.,আমাকে ব্যপারটা সামলাতে দাও।
1848,May I take a photo?,আমি কি একটা ছবি তুলতে পারি?
1849,Maybe it will snow.,হয়তো বরফ পরবে।
1850,My father is frank.,আমার বাবা খোলামেলা।
1851,My father is young.,আমার বাবা জোয়ান।
1852,My father was busy.,আমার বাবা ব্যস্ত ছিল।
1853,My right leg hurts.,আমার ডান পা ব্যাথা করছে।
1854,My stomach is full.,আমার পেট ভর্তি।
1855,No one is laughing.,কেউ হাঁসছে না।
1856,Nobody is speaking.,কেউই কথা বলছে না।
1857,Nobody is speaking.,কেউ কথা বলছে না।
1858,Nobody is speaking.,কেউ কথা বলছেন না।
1859,Nobody is speaking.,কেউই কথা বলছেন না।
1860,Nobody lives there.,ওখানে কেউ থাকে না।
1861,Nobody understands.,কেউ বোঝে না।
1862,Nobody was injured.,কেউ আহত হয়নি।
1863,She is my daughter.,ও আমার মেয়ে।
1864,She wants to dance.,ও নাচতে চায়।
1865,She wants to dance.,উনি নাচতে চান।
1866,She's eating fruit.,উনি ফল খাচ্ছেন।
1867,She's eating fruit.,তিনি ফল খাচ্চেন।
1868,She's eating fruit.,সে ফল খাচ্ছে।
1869,She's eating fruit.,ও ফল খাচ্ছে।
1870,That was important.,ওটা গুরুত্বপূর্ণ ছিল।
1871,That's a good idea!,খুব ভাল বুদ্ধি!
1872,There's no mistake.,কোনো ভুল নেই।
1873,They seem American.,ওদের দেখে আমেরিকান বলে মনে হচ্ছে।
1874,They seem American.,ওনাদের দেখে আমেরিকান বলে মনে হচ্ছে।
1875,They seem American.,তাদের দেখে আমেরিকান বলে মনে হচ্ছে।
1876,This chair is ugly.,এই চেয়ারটা বিশ্রী দেখতে।
1877,This is a bad sign.,এটা একটা খারাপ লক্ষণ।
1878,This is a hospital.,এটা একটা হাসপাতাল।
1879,This is my brother.,এটা আমার ভাই।
1880,Three were injured.,তিনজন আহত হন।
1881,Times are changing.,সময় বদলাচ্ছে।
1882,Times have changed.,সময় বদলে গেছে।
1883,Tom began coughing.,টম কাশতে শুরু করলো।
1884,Tom began to shout.,টম চিৎকার করতে শুরু করলো।
1885,Tom began to shout.,টম চেঁচাতে শুরু করলো।
1886,Tom began to shout.,টম চেঁচাতে আরম্ভ করলো।
1887,Tom began to shout.,টম চিৎকার করতে আরম্ভ করলো।
1888,Tom broke his nose.,টম নিজের নাক ভেঙ্গে দিয়েছে।
1889,Tom coughed loudly.,টম জোরে কাশলো।
1890,Tom has a blue car.,টমের একটা নীল গাড়ি আছে।
1891,Tom has been found.,টমকে পাওয়া গেছে।
1892,Tom isn't here now.,টম এখন এখানে নেই।
1893,Tom isn't here yet.,টম এখনো এখানে এসে পৌছায়নি।
1894,Tom keeps his word.,টম ওর কথা রাখে।
1895,Tom keeps his word.,টম ওনার কথা রাখেন।
1896,Tom keeps his word.,টম তাঁর কথা রাখেন।
1897,Tom keeps his word.,টম তার কথা রাখে।
1898,Tom kept screaming.,টম চিৎকার করতেই থাকলো।
1899,Tom kept screaming.,টম চেঁচাতেই থাকলো।
1900,Tom likes potatoes.,টম আলু পছন্দ করে।
1901,Tom plays football.,টম ফুটবল খেলে।
1902,Tom screamed again.,টম আবার চিৎকার করবে।
1903,Tom shook his head.,টম তার মাথা নাড়ালো।
1904,Tom visited Boston.,টম বস্টন গেছিলেন।
1905,Tom was helping me.,টম আমাকে সাহায্য করছিলো।
1906,We do what we want.,আমরা যা চাই তাই করি।
1907,What are my orders?,আমার জন্য কি আদেশ আছে?
1908,What are you doing?,আপনি কী করছেন?
1909,What are you doing?,তুমি কী করছো?
1910,What are you doing?,তুই কী করছিস?
1911,What are you doing?,আপনারা কী করছেন?
1912,What are you doing?,তোমারা কী করছো?
1913,What happened here?,এখানে কি হয়েছে?
1914,What station is it?,এটা কোন স্টেশন?
1915,Where can I buy it?,আমি এটা কোথা থেকে কিনতে পারব?
1916,Where can I buy it?,আমি ওটা কোথা থেকে কিনতে পারব?
1917,Where would Tom go?,টম আর কোথায় যাবে?
1918,Where's the museum?,জাদুঘরটি কোথায়?
1919,Which cap is yours?,কোন টুপিটা আপনার?
1920,Which cap is yours?,কোন টুপিটা তোমার?
1921,Which hat is yours?,কোন টুপিটা আপনার?
1922,Which hat is yours?,কোন টুপিটা তোমার?
1923,Who are those guys?,ওরা কারা?
1924,Who are those guys?,ওনারা কারা?
1925,Who broke the vase?,ফুলদানিটা কে ভাঙল?
1926,Why can't you come?,তুমি আসতে পারবে না কেন?
1927,Why can't you come?,আপনি আসতে পারবেন না কেন?
1928,Why can't you come?,আপনারা আসতে পারবেন না কেন?
1929,Why can't you come?,তোমরা আসতে পারবে না কেন?
1930,Why did this occur?,এটা কেনো ঘটলো?
1931,Why was Tom crying?,টম কাঁদছিলো কেন?
1932,You are very brave.,আপনি খুব সাহসী।
1933,You are very brave.,তুমি খুব সাহসী।
1934,You are very brave.,তোমরা খুব সাহসী।
1935,You are very brave.,আপনারা খুব সাহসী।
1936,You can study here.,তুমি এখানে পড়াশোনা করতে পার।
1937,You can study here.,আপনি এখানে পড়াশোনা করতে পারেন।
1938,You look very pale.,আপনাকে দেখে খুব ফ্যাকাশে লাগছে।
1939,You look very pale.,তোমাকে দেখে খুব ফ্যাকাশে লাগছে।
1940,You look very pale.,তোকে দেখে খুব ফ্যাকাশে লাগছে।
1941,Are seats available?,বসার জায়গা আছে?
1942,Are you coming down?,আপনি কি নিচে আসবেন?
1943,Are you coming down?,তুমি কি নিচে আসবে?
1944,Aren't you a doctor?,আপনি ডাক্তার না?
1945,Aren't you a doctor?,তুমি ডাক্তার না?
1946,Can I get a blanket?,আমি কি একটা চাদর পেতে পারি?
1947,Can he speak French?,ও কি ফরাশি ভাষা বলতে পারে?
1948,Can he speak French?,উনি কি ফরাশি ভাষা বলতে পারেন?
1949,Can he speak French?,সে কি ফরাশি ভাষা বলতে পারে?
1950,Can he speak French?,তিনি কি ফরাশি ভাষা বলতে পারেন?
1951,Consult your doctor.,আপনার ডাক্তারের পরামর্শ নিন।
1952,Consult your doctor.,আপনার ডাক্তারের সাথে পরামর্শ করুন।
1953,Did you read it all?,আপনি কি পুরোটা পরেছেন?
1954,Did you read it all?,তুমি কি পুরোটা পরেছো?
1955,Did you read it all?,তুই কি পুরোটা পরেছিস?
1956,Do the windows open?,জানলাগুলো খোলে?
1957,Do you have my book?,আপনার কাছে কি আমার বইটা আছে?
1958,Do you have my book?,তোমার কাছে কি আমার বইটা আছে?
1959,Everybody liked Tom.,সবাই টমকে পছন্দ করত।
1960,Everybody loved Tom.,সবাই টমকে ভালোবাসতো।
1961,Everyone's watching.,সবাই দেখছে।
1962,Everything is ready.,সবকিছু তৈরি।
1963,Football is a sport.,ফুটবল একটা খেলা।
1964,He had one daughter.,তাঁর দুটো মেয়ে ছিলো।
1965,He had one daughter.,ওনার দুটো মেয়ে ছিলো।
1966,He was very patient.,উনি খুব ধৈর্যশীল ছিলেন।
1967,He was very patient.,ও খুব ধৈর্যশীল ছিলো।
1968,How much will it be?,এটার কত দাম হবে?
1969,How much will it be?,এটা কততে হবে?
1970,How old is that dog?,ওই কুকুরটার বয়স কত?
1971,How old is this zoo?,এই চিড়িয়াখানাটার বয়স কত?
1972,How's your daughter?,আপনার মেয়ে কেমন আছে?
1973,I am eating noodles.,আমি নুডলস খাচ্ছি।
1974,I can come at three.,আমি তিনটার সময় আসতে পারবো।
1975,I do not understand.,আমি বুঝতে পারছি না।
1976,I do not understand.,আমি ঠিক বুঝতে পরছি না।
1977,I don't like coffee.,আমর কফি ভালো লাগে না।
1978,I have been to Rome.,আমি রোমে গেছিলাম।
1979,I have lost my keys.,আমি আমার চাবি হারিয়ে ফেলেছি।
1980,I haven't forgotten.,আমি ভুলে যাইনি।
1981,I know Tom is tired.,আমি জানি টম ক্লান্ত।
1982,I love Celtic music.,আমি কেল্টিক সঙ্গীত ভালোবাসি।
1983,I make €100 a day.,আমি দিনে €১০০ আয় করি।
1984,I only speak French.,আমি খালি ফরাসি ভাষায় কথা বলি।
1985,I want to go abroad.,আমি বিদেশে যেতে চাই।
1986,I want your opinion.,আমি আপনার মতামত চাই।
1987,I want your opinion.,আমি তোমার মতামত চাই।
1988,I will be back soon.,আমি তারাতারিই ফিরে আসবো।
1989,I will be back soon.,আমি শিগ্গিরি ফিরে আসবো।
1990,I wish I could swim.,আমি যদি সাঁতার কাটতে পারতাম।
1991,I'll take this coat.,আমি এই কোটটা নেব।
1992,I'm counting on you.,আমি আপনার উপর নির্ভর করে আছি।
1993,I'm counting on you.,আমি তোমার উপর নির্ভর করে আছি।
1994,I'm eating rice now.,আমি এখন ভাত খাচ্ছি।
1995,I'm going to scream.,আমি চিৎকার করতে যাচ্ছি।
1996,I'm going to scream.,আমি চেঁচাতে যাচ্ছি।
1997,I'm in the hospital.,আমি হাসপাতালে আছি।
1998,I'm not a bit tired.,আমি একটুও ক্লান্ত নই।
1999,I'm not proud of it.,আমি এতে গর্বিত নই।
2000,I'm not your friend.,আমি আপনার বন্ধু নই।
2001,I'm not your friend.,আমি আপনাদের বন্ধু নই।
2002,I'm not your friend.,আমি তোমার বন্ধু নই।
2003,I'm not your friend.,আমি তোমাদের বন্ধু নই।
2004,I'm not your friend.,আমি তোর বন্ধু নই।
2005,I'm not your friend.,আমি তোদের বন্ধু নই।
2006,I'm proud of my son.,আমি আমার ছেলের উপর গর্বিত।
2007,I'm really confused.,আমি সত্যিই দিশেহারা হয়ে পরেছি।
2008,I'm resting my legs.,আমি আমার পাটা জিরোচ্ছি।
2009,I'm resting my legs.,আমি আমার পাটাকে বিশ্রাম দিচ্ছি।
2010,Is it far from here?,ওটা কি এখান থেকে অনেক দূরে?
2011,Is it still raining?,এখনো বৃষ্টি পরছে?
2012,Is my laundry ready?,আমার লন্ড্রির কাপরগুলো কি তৈরি আছে?
2013,Is this real silver?,এটা কি আসল রূপা?
2014,Is this seat vacant?,এই সীটটা কি ফাঁকা আছে?
2015,It looks appetizing.,এটা দেখে মুখরোচক বলে মনে হচ্ছে।
2016,Let's give it a try.,আমরা একবার চেষ্টা করেই দেখি!
2017,My back still hurts.,আমার পিঠ এখনো ব্যাথা করছে।
2018,My mother is active.,আমার মা চটপটে।
2019,Oil floats on water.,তেল জলে ভাসে।
2020,Please show me that.,আমাকে একটু ওইটা দেখাবেন।
2021,Please speak slowly.,অনুগ্রহ করে ধিরে কথা বলুন।
2022,Please speak slowly.,অনুগ্রহ করে আস্তে কথা বলুন।
2023,Respect your elders.,তোমার থেকে বড়দের শ্রদ্ধা করো।
2024,She hasn't come yet.,সে এখনো আসেনি।
2025,She hasn't come yet.,ও এখনো আসেনি।
2026,She hasn't come yet.,উনি এখনো আসেননি।
2027,She hasn't come yet.,তিনি এখনো আসেননি।
2028,She's a good person.,উনি ভালো মানুষ।
2029,She's a good person.,ও ভালো মানুষ।
2030,She's a good person.,তিনি ভালো মানুষ।
2031,That's not possible.,এটা অসম্ভব!
2032,There's room inside.,ভেতরে একটা ঘর আছে।
2033,They were all happy.,তারা সবাই সুখী ছিলো।
2034,They were all happy.,ওরা সবাই সুখী ছিলো।
2035,They were all happy.,ওনারা সবাই সুখী ছিলেন।
2036,They were all happy.,তারা সবাই খুশি ছিলো।
2037,They were all happy.,ওরা সবাই খুশি ছিলো।
2038,They were all happy.,ওনারা সবাই খুশি ছিলেন।
2039,This drives me nuts.,এটা আমাকে পাগল করে দিচ্ছে।
2040,This is my daughter.,এটা আমার মেয়ে।
2041,This is what I want.,আমি এইটাই চাই।
2042,Tom began screaming.,টম চেঁচানো শুরু করলো।
2043,Tom began screaming.,টম চিৎকার শুরু করলো।
2044,Tom began screaming.,টম চিৎকার আরম্ভ করলো।
2045,Tom began screaming.,টম চেঁচানো আরম্ভ করলো।
2046,Tom came right away.,টম সঙ্গে সঙ্গেই চলে এলো।
2047,Tom can read French.,টম ফরাসি পড়তে পারে।
2048,Tom has been crying.,টম কাঁদছিলো।
2049,Tom is 100% correct.,টম ১০০% ঠিক।
2050,Tom is in the house.,টম বাড়ির ভেতরে আছে।
2051,Tom is still in bed.,টম এখনো বিছানায়।
2052,Tom nodded his head.,টম তার মাথা নাড়লো।
2053,Tom rides a scooter.,টম স্কুটার চড়ে।
2054,Tom rushed upstairs.,টম দৌড়ে উপরে গেলো।
2055,Tom screamed loudly.,টম জোরে চিৎকার করলো।
2056,Tom screamed loudly.,টম জোরে চেঁচালো।
2057,Tom started yelling.,টম চেঁচানো শুরু করলো।
2058,Tom started yelling.,টম চিৎকার শুরু করলো।
2059,Tom started yelling.,টম চিৎকার আরম্ভ করলো।
2060,Tom started yelling.,টম চেঁচানো আরম্ভ করলো।
2061,Tom threatened Mary.,টম মেরিকে ভয় দেখালো।
2062,Tom threatened Mary.,টম মেরিকে শাসালো।
2063,Tom threatened Mary.,টম মেরিকে হুমকি দিলো।
2064,We love our country.,আমরা আমাদের দেশকে ভালোবাসি।
2065,We saw the airplane.,আমরা প্লেনটাকে দেখলাম।
2066,We traveled on foot.,আমরা পায়ে হেঁটে ঘুরে ছিলাম।
2067,"Well, see you later.","আচ্ছা, আবার পরে দেখা হবে।"
2068,Were you born there?,আপনি কি ওখানে জন্মেছিলেন?
2069,Were you born there?,তুমি কি ওখানে জন্মেছিলে?
2070,What did you forget?,তুমি কী ভুলে গেলে?
2071,What did you forget?,আপনি কী ভুলে গেলেন?
2072,What does that mean?,ওটার মানে কী?
2073,What does that mean?,ওটার অর্থ কী?
2074,What does this mean?,এটার মানে কী?
2075,What does this mean?,এটার অর্থ কী?
2076,What floor is it on?,সেটা কোন তলায়?
2077,What have you found?,আপনি কী পেয়েছেন?
2078,What have you found?,তুমি কী পেয়েছো?
2079,What street is this?,এটা কোন রাস্তা?
2080,What time is it now?,এখন কয়টা বাজে?
2081,What's the time now?,এখন কয়টা বাজে?
2082,Where does Tom live?,টম কোথায় থাকে?
2083,Where is my luggage?,আমার মালপত্র কোথায়?
2084,Where is the museum?,জাদুঘরটি কোথায়?
2085,Where's the mistake?,ভুলটা কোথায়?
2086,Who is your teacher?,তোমার শিক্ষক কে?
2087,Who is your teacher?,তোমাদের শিক্ষক কে?
2088,Why are you yelling?,আপনি চিৎকার করছেন কেন?
2089,Why are you yelling?,তুমি চিৎকার করছো কেন?
2090,Why are you yelling?,তুমি চেঁচাচ্ছো কেন?
2091,Why are you yelling?,আপনারা চিৎকার করছেন কেন?
2092,Why are you yelling?,তোমরা চেঁচাচ্ছো কেন?
2093,Why are you yelling?,তোমরা চিৎকার করছো কেন?
2094,You are my daughter.,তুমি আমার মেয়ে।
2095,You are my daughter.,তুই আমার মেয়ে।
2096,You look very tired.,আপনাকে দেখে খুব ক্লান্ত লাগছে।
2097,You look very tired.,তোমাকে দেখে খুব ক্লান্ত লাগছে।
2098,You look very tired.,আপনাদের দেখে খুব ক্লান্ত লাগছে।
2099,You look very tired.,তোমাদের দেখে খুব ক্লান্ত লাগছে।
2100,Your shoes are here.,আপনার জুতোগুলো এখানে রয়েছে।
2101,Your shoes are here.,তোমার জুতোগুলো এখানে রয়েছে।
2102,Are your hands clean?,আপনার হাত কি পরিষ্কার?
2103,Are your hands clean?,তোমার হাত কি পরিষ্কার?
2104,Boston is a big city.,বস্টন একটা বড়ো শহর।
2105,Can you speak French?,তুমি কি ফরাসি ভাষা বলতে পারো?
2106,Can you speak French?,আপনি কি ফরাসি ভাষা বলতে পারেন?
2107,Can you speak French?,তোমরা কি ফরাসি ভাষা বলতে পারো?
2108,Can you speak French?,আপনারা কি ফরাসি ভাষা বলতে পারেন?
2109,Do you speak English?,আপনি ইংরাজি বলতে পারেন?
2110,Do you speak English?,তুমি ইংরাজি বলতে পার?
2111,Do you speak English?,আপনারা ইংরাজি বলতে পারেন?
2112,Do you speak English?,তোমারা ইংরাজি বলতে পার?
2113,Do you understand me?,আপনি কি আমার কথা বুঝতে পারছেন?
2114,Do you understand me?,তুমি কি আমার কথা বুঝতে পারছ?
2115,Do you understand me?,আপনারা কি আমার কথা বুঝতে পারছেন?
2116,Do you understand me?,তোমরা কি আমার কথা বুঝতে পারছ?
2117,Does Tom play tennis?,টম কি টেনিস খেলে?
2118,Don't leave me alone.,আমাকে একলা ছেড়ে যেও না।
2119,Don't leave me alone.,আমাকে একলা ফেলে রেখে যেও না।
2120,Don't leave me alone.,আমাকে একলা ছেড়ে যাবেন না।
2121,Don't leave me alone.,আমাকে একলা ফেলে রেখে যাবেন না।
2122,Don't worry about me.,আমার ব্যপারে চিন্তা করবেন না।
2123,Don't worry about me.,আমার ব্যপারে চিন্তা কোর না।
2124,Don't worry about me.,আমার নিয়ে চিন্তা করবেন না।
2125,Don't worry about me.,আমার নিয়ে চিন্তা কোর না।
2126,Everyone ignored Tom.,সবাই টমকে অগ্রাহ্য করলো।
2127,Everyone uses Google.,সবাই গুগল ব্যবহার করে।
2128,Have you finished it?,তোমার ওটা করা হয়ে গেছে?
2129,Have you finished it?,তোমাদের ওটা করা হয়ে গেছে?
2130,Have you finished it?,আপনার ওটা করা হয়ে গেছে?
2131,Have you finished it?,আপনাদের ওটা করা হয়ে গেছে?
2132,He has two daughters.,তাঁর দুটো মেয়ে আছে।
2133,He has two daughters.,ওনার দুটো মেয়ে আছে।
2134,He's in the hospital.,উনি হাসপাতালে আছেন।
2135,He's younger than me.,ও আমার থেকে ছোট।
2136,He's younger than me.,সে আমার থেকে ছোট।
2137,He's younger than me.,এ আমার থেকে ছোট।
2138,How is your daughter?,আপনার মেয়ে কেমন আছে?
2139,How much did you eat?,আপনি কতটা খেয়েছেন?
2140,How much did you eat?,তুমি কতটা খেয়েছো?
2141,How old is this tree?,এই গাছটা বয়স কত?
2142,I am counting on you.,আমি আপনার উপর নির্ভর করে আছি।
2143,I am counting on you.,আমি তোমার উপর নির্ভর করে আছি।
2144,I bought a newspaper.,আমি একটা খবরের কাগজ কিনলাম।
2145,I checked everywhere.,আমি সব জায়গায় দেখেছি।
2146,I did not understand.,আমি বুঝতে পারলাম না।
2147,I did that last year.,আমি ওটা গত বছর করেছিলাম।
2148,I didn't hit anybody.,আমি কাউকে মারিনি।
2149,I didn't hit anybody.,আমি কাউকে ধাক্কা মারিনি।
2150,I don't know exactly.,আমি সঠিকভাবে জানিনা।
2151,I don't use Facebook.,আমি ফেসবুক ব্যবহার করি না।
2152,I have a new red car.,আমার একটা নতুন লাল গাড়ি আছে।
2153,I have caught a cold.,আমার ঠান্ডা লেগে গেছে।
2154,I have not forgotten.,আমি ভুলে যাইনি।
2155,I have three options.,আমার কাছে তিনটে বিকল্প আছে।
2156,I have two daughters.,আমার দুটো মেয়ে আছে।
2157,I left the door open.,আমি দরজাটা খুলে রেখেছিলাম।
2158,I like to eat apples.,আমি আপেল খেতে পছন্দ করি।
2159,I love your daughter.,আমি আপনার মেয়েকে ভালোবাসি।
2160,I need to send a fax.,আমার একটা ফ্যাক্স পাঠানোর দরকার আছে।
2161,I resemble my mother.,আমি আমার মায়ের মত দেখতে।
2162,I saw Tom last night.,আমি কাল রাতে টমকে দেখেছিলাম।
2163,I think you're right.,আমার মনে হয় আপনি ঠিক।
2164,I think you're right.,আমার মনে হয় তুমি ঠিক।
2165,I want an MP3 player!,আমার একটা MP3 প্লেয়ার চাই!
2166,I was late to school.,আমার স্কুল যেতে দেরী হয়েগেছিল।
2167,I was playing tennis.,আমি টেনিস খেলছিলাম।
2168,I went to the bakery.,আমি বেকারিতে গেলাম।
2169,I'm going to be late.,আমার দেরী হবে।
2170,I'm not at all tired.,আমি একদমই ক্লান্ত নই।
2171,I'm not denying that.,আমি ওটা অস্বীকার করছি না।
2172,I'm not feeling well.,আমার শরীর ভালো লাগছে না।
2173,I'm not tired at all.,আমি একদমই ক্লান্ত নই।
2174,I'm not very patient.,আমি খুব একটা ধৈর্যশীল নই।
2175,I'm not your teacher.,আমি তোমার শিক্ষক নই।
2176,Is there an elevator?,কোনো লিফট আছে?
2177,It is very hot today.,আজ খুব গরম।
2178,It's very hot inside.,ভেতরে খুব গরম।
2179,Lincoln died in 1865.,লিঙ্কন ১৮৬৫ এ মারা গেছিলেন।
2180,My father grows rice.,আমার বাবা ধান চাষ করে।
2181,My father is at home.,আমার বাবা বাড়িতে।
2182,My mother can't come.,আমার মা আসতে পারবে না।
2183,My mother cooks well.,আমার মা ভালো রান্না করতে পারে।
2184,My motorcycle is new.,আমার মোটরসাইকেলটা নতুন।
2185,Now listen carefully.,এবার মন দিয়ে শোনো।
2186,One of them is a spy.,তাদের মধ্যে একজন গুপ্তচর।
2187,One of them is a spy.,ওনাদের মধ্যে একজন গুপ্তচর।
2188,Please eat something.,অনুগ্রহ করে কিছু খান।
2189,Please eat something.,অনুগ্রহ করে কিছু একটা খান।
2190,Please eat something.,দয়া করে কিছু খান।
2191,Rabbits like carrots.,খরগোশ গাজর পছন্দ করে।
2192,School starts Monday.,বিদ্যালয় সোমবার শুরু হবে।
2193,She can speak French.,উনি ফরাসিতে কথা বলতে পারেন।
2194,She can speak French.,তিনি ফরাসিতে কথা বলতে পারেন।
2195,She can speak French.,সে ফরাসিতে কথা বলতে পারে।
2196,She can speak French.,ও ফরাসিতে কথা বলতে পারে।
2197,The fan doesn't work.,পাখাটা কাজ করছে না।
2198,The rules are simple.,নিয়মগুলো সহজ।
